metier,present,dans_cdc,types,chemins
restauration,oui,non,"dossier,frontend_component,test,template,backend_route,doc",Dihya/frontend/src/components/metiers/restauration; Dihya/frontend/src/components/metiers/restauration/index.js; Dihya/frontend/src/tests/integration/restauration; Dihya/frontend/src/tests/integration/restauration/test_restauration.js; Dihya/frontend/src/generation/templates/restauration; Dihya/frontend/src/generation/templates/restauration/template.js; Dihya/backend/tests/integration/restauration; Dihya/backend/tests/integration/restauration/test_restauration_backend.py; Dihya/backend/django/tests/integration/restauration; Dihya/backend/django/tests/integration/restauration/test_restauration_django.py; Dihya/backend/django/app/tests/integration/restauration; Dihya/backend/django/app/tests/integration/restauration/test_restauration_django.py; Dihya/backend/django/app/templates/restauration; Dihya/backend/django/app/templates/restauration/template.py; Dihya/backend/django/app/routes/restauration; Dihya/backend/django/app/routes/restauration/routes.py; Dihya/backend/django/routes/restauration; Dihya/backend/django/routes/restauration/routes.py; Dihya/backend/flask/tests/integration/restauration; Dihya/backend/flask/tests/integration/restauration/test_restauration_flask.py; Dihya/backend/flask/app/tests/integration/restauration; Dihya/backend/flask/app/tests/integration/restauration/test_restauration_flask.py; Dihya/backend/flask/app/templates/restauration; Dihya/backend/flask/app/templates/restauration/template.py; Dihya/backend/flask/app/routes/restauration; Dihya/backend/flask/app/routes/restauration/routes.py; Dihya/backend/flask/routes/restauration; Dihya/backend/flask/routes/restauration/routes.py; Dihya/backend/routes/restauration; Dihya/backend/routes/restauration/routes.py; Dihya/backend/node/tests/integration/restauration; Dihya/backend/node/tests/integration/restauration/test_restauration.js; Dihya/backend/node/app/tests/integration/restauration; Dihya/backend/node/app/tests/integration/restauration/test_restauration.js; Dihya/backend/node/app/templates/restauration; Dihya/backend/node/app/templates/restauration/template.js; Dihya/backend/node/app/routes/restauration; Dihya/backend/node/app/routes/restauration/routes.js; Dihya/backend/node/routes/restauration; Dihya/backend/node/routes/restauration/routes.js; Dihya/docs/metiers/restauration.md; docs/metiers/restauration.md
routes,oui,non,dossier,Dihya/backend/flask/app/templates/health/backend/routes
sante,oui,non,"dossier,frontend_component,test,template,backend_route,doc",Dihya/frontend/src/components/metiers/sante; Dihya/frontend/src/components/metiers/sante/index.js; Dihya/frontend/src/tests/integration/sante; Dihya/frontend/src/tests/integration/sante/test_sante.js; Dihya/frontend/src/generation/templates/sante; Dihya/frontend/src/generation/templates/sante/template.js; Dihya/backend/tests/integration/sante; Dihya/backend/tests/integration/sante/test_sante_backend.py; Dihya/backend/django/tests/integration/sante; Dihya/backend/django/tests/integration/sante/test_sante_django.py; Dihya/backend/django/app/tests/integration/sante; Dihya/backend/django/app/tests/integration/sante/test_sante_django.py; Dihya/backend/django/app/templates/sante; Dihya/backend/django/app/templates/sante/template.py; Dihya/backend/django/app/routes/sante; Dihya/backend/django/app/routes/sante/routes.py; Dihya/backend/django/routes/sante; Dihya/backend/django/routes/sante/routes.py; Dihya/backend/flask/tests/integration/sante; Dihya/backend/flask/tests/integration/sante/test_sante_flask.py; Dihya/backend/flask/app/tests/integration/sante; Dihya/backend/flask/app/tests/integration/sante/test_sante_flask.py; Dihya/backend/flask/app/templates/sante; Dihya/backend/flask/app/templates/sante/template.py; Dihya/backend/flask/app/routes/sante; Dihya/backend/flask/app/routes/sante/routes.py; Dihya/backend/flask/routes/sante; Dihya/backend/flask/routes/sante/routes.py; Dihya/backend/routes/sante; Dihya/backend/routes/sante/routes.py; Dihya/backend/node/tests/integration/sante; Dihya/backend/node/tests/integration/sante/test_sante.js; Dihya/backend/node/app/tests/integration/sante; Dihya/backend/node/app/tests/integration/sante/test_sante.js; Dihya/backend/node/app/templates/sante; Dihya/backend/node/app/templates/sante/template.js; Dihya/backend/node/app/routes/sante; Dihya/backend/node/app/routes/sante/routes.js; Dihya/backend/node/routes/sante; Dihya/backend/node/routes/sante/routes.js; Dihya/docs/metiers/sante.md; docs/metiers/sante.md
science,oui,non,"dossier,frontend_component,test,template,backend_route,doc",Dihya/frontend/src/components/metiers/science; Dihya/frontend/src/components/metiers/science/index.js; Dihya/frontend/src/tests/integration/science; Dihya/frontend/src/tests/integration/science/test_science.js; Dihya/frontend/src/generation/templates/science; Dihya/frontend/src/generation/templates/science/template.js; Dihya/backend/tests/integration/science; Dihya/backend/tests/integration/science/test_science_backend.py; Dihya/backend/django/tests/integration/science; Dihya/backend/django/tests/integration/science/test_science_django.py; Dihya/backend/django/app/tests/integration/science; Dihya/backend/django/app/tests/integration/science/test_science_django.py; Dihya/backend/django/app/templates/science; Dihya/backend/django/app/templates/science/template.py; Dihya/backend/django/app/routes/science; Dihya/backend/django/app/routes/science/routes.py; Dihya/backend/django/routes/science; Dihya/backend/django/routes/science/routes.py; Dihya/backend/flask/tests/integration/science; Dihya/backend/flask/tests/integration/science/test_science_flask.py; Dihya/backend/flask/app/tests/integration/science; Dihya/backend/flask/app/tests/integration/science/test_science_flask.py; Dihya/backend/flask/app/templates/science; Dihya/backend/flask/app/templates/science/template.py; Dihya/backend/flask/app/routes/science; Dihya/backend/flask/app/routes/science/routes.py; Dihya/backend/flask/routes/science; Dihya/backend/flask/routes/science/routes.py; Dihya/backend/routes/science; Dihya/backend/routes/science/routes.py; Dihya/backend/node/tests/integration/science; Dihya/backend/node/tests/integration/science/test_science.js; Dihya/backend/node/app/tests/integration/science; Dihya/backend/node/app/tests/integration/science/test_science.js; Dihya/backend/node/app/templates/science; Dihya/backend/node/app/templates/science/template.js; Dihya/backend/node/app/routes/science; Dihya/backend/node/app/routes/science/routes.js; Dihya/backend/node/routes/science; Dihya/backend/node/routes/science/routes.js; Dihya/docs/metiers/science.md; docs/metiers/science.md
scripts,oui,non,dossier,Dihya/backend/django/app/routes/voyage/scripts; Dihya/backend/django/app/routes/vr_ar/scripts; Dihya/backend/django/app/routes/voice/scripts
securite,oui,non,"dossier,test,template,backend_route,doc",Dihya/frontend/src/components/metiers/securite; Dihya/frontend/src/tests/integration/securite; Dihya/frontend/src/tests/integration/securite/test_securite.js; Dihya/frontend/src/generation/templates/securite; Dihya/frontend/src/generation/templates/securite/template.js; Dihya/backend/tests/integration/securite; Dihya/backend/tests/integration/securite/test_securite_backend.py; Dihya/backend/django/tests/integration/securite; Dihya/backend/django/tests/integration/securite/test_securite_django.py; Dihya/backend/django/app/tests/integration/securite; Dihya/backend/django/app/tests/integration/securite/test_securite_django.py; Dihya/backend/django/app/templates/securite; Dihya/backend/django/app/templates/securite/template.py; Dihya/backend/django/app/routes/securite; Dihya/backend/django/app/routes/securite/routes.py; Dihya/backend/django/routes/securite; Dihya/backend/django/routes/securite/routes.py; Dihya/backend/flask/tests/integration/securite; Dihya/backend/flask/tests/integration/securite/test_securite_flask.py; Dihya/backend/flask/app/tests/integration/securite; Dihya/backend/flask/app/tests/integration/securite/test_securite_flask.py; Dihya/backend/flask/app/templates/securite; Dihya/backend/flask/app/templates/securite/template.py; Dihya/backend/flask/app/routes/securite; Dihya/backend/flask/app/routes/securite/routes.py; Dihya/backend/flask/routes/securite; Dihya/backend/flask/routes/securite/routes.py; Dihya/backend/routes/securite; Dihya/backend/routes/securite/routes.py; Dihya/backend/node/tests/integration/securite; Dihya/backend/node/tests/integration/securite/test_securite.js; Dihya/backend/node/app/tests/integration/securite; Dihya/backend/node/app/tests/integration/securite/test_securite.js; Dihya/backend/node/app/templates/securite; Dihya/backend/node/app/templates/securite/template.js; Dihya/backend/node/app/routes/securite; Dihya/backend/node/app/routes/securite/routes.js; Dihya/backend/node/routes/securite; Dihya/backend/node/routes/securite/routes.js; Dihya/docs/metiers/securite.md; docs/metiers/securite.md
seo,oui,non,"dossier,frontend_component,test,template,backend_route,doc",Dihya/frontend/src/components/metiers/seo; Dihya/frontend/src/components/metiers/seo/index.js; Dihya/frontend/src/tests/integration/seo; Dihya/frontend/src/tests/integration/seo/test_seo.js; Dihya/frontend/src/generation/templates/seo; Dihya/frontend/src/generation/templates/seo/template.js; Dihya/backend/tests/integration/seo; Dihya/backend/tests/integration/seo/test_seo_backend.py; Dihya/backend/django/tests/integration/seo; Dihya/backend/django/tests/integration/seo/test_seo_django.py; Dihya/backend/django/app/tests/integration/seo; Dihya/backend/django/app/tests/integration/seo/test_seo_django.py; Dihya/backend/django/app/templates/seo; Dihya/backend/django/app/templates/seo/template.py; Dihya/backend/django/app/routes/seo; Dihya/backend/django/app/routes/seo/routes.py; Dihya/backend/django/routes/seo; Dihya/backend/django/routes/seo/routes.py; Dihya/backend/flask/tests/integration/seo; Dihya/backend/flask/tests/integration/seo/test_seo_flask.py; Dihya/backend/flask/app/tests/integration/seo; Dihya/backend/flask/app/tests/integration/seo/test_seo_flask.py; Dihya/backend/flask/app/templates/seo; Dihya/backend/flask/app/templates/seo/template.py; Dihya/backend/flask/app/routes/seo; Dihya/backend/flask/app/routes/seo/routes.py; Dihya/backend/flask/routes/seo; Dihya/backend/flask/routes/seo/routes.py; Dihya/backend/routes/seo; Dihya/backend/routes/seo/routes.py; Dihya/backend/node/tests/integration/seo; Dihya/backend/node/tests/integration/seo/test_seo.js; Dihya/backend/node/app/tests/integration/seo; Dihya/backend/node/app/tests/integration/seo/test_seo.js; Dihya/backend/node/app/templates/seo; Dihya/backend/node/app/templates/seo/template.js; Dihya/backend/node/app/routes/seo; Dihya/backend/node/app/routes/seo/routes.js; Dihya/backend/node/routes/seo; Dihya/backend/node/routes/seo/routes.js; Dihya/docs/metiers/seo.md; docs/metiers/seo.md
services,oui,non,dossier,Dihya/backend/flask/app/templates/health/backend/services
services_personne,oui,non,"dossier,frontend_component,test,template,backend_route,doc",Dihya/frontend/src/components/metiers/services_personne; Dihya/frontend/src/components/metiers/services_personne/index.js; Dihya/frontend/src/tests/integration/services_personne; Dihya/frontend/src/tests/integration/services_personne/test_services_personne.js; Dihya/frontend/src/generation/templates/services_personne; Dihya/frontend/src/generation/templates/services_personne/template.js; Dihya/backend/tests/integration/services_personne; Dihya/backend/tests/integration/services_personne/test_services_personne_backend.py; Dihya/backend/django/tests/integration/services_personne; Dihya/backend/django/tests/integration/services_personne/test_services_personne_django.py; Dihya/backend/django/app/tests/integration/services_personne; Dihya/backend/django/app/tests/integration/services_personne/test_services_personne_django.py; Dihya/backend/django/app/templates/services_personne; Dihya/backend/django/app/templates/services_personne/template.py; Dihya/backend/django/app/routes/services_personne; Dihya/backend/django/app/routes/services_personne/routes.py; Dihya/backend/django/routes/services_personne; Dihya/backend/django/routes/services_personne/routes.py; Dihya/backend/flask/tests/integration/services_personne; Dihya/backend/flask/tests/integration/services_personne/test_services_personne_flask.py; Dihya/backend/flask/app/tests/integration/services_personne; Dihya/backend/flask/app/tests/integration/services_personne/test_services_personne_flask.py; Dihya/backend/flask/app/templates/services_personne; Dihya/backend/flask/app/templates/services_personne/template.py; Dihya/backend/flask/app/routes/services_personne; Dihya/backend/flask/app/routes/services_personne/routes.py; Dihya/backend/flask/routes/services_personne; Dihya/backend/flask/routes/services_personne/routes.py; Dihya/backend/routes/services_personne; Dihya/backend/routes/services_personne/routes.py; Dihya/backend/node/tests/integration/services_personne; Dihya/backend/node/tests/integration/services_personne/test_services_personne.js; Dihya/backend/node/app/tests/integration/services_personne; Dihya/backend/node/app/tests/integration/services_personne/test_services_personne.js; Dihya/backend/node/app/templates/services_personne; Dihya/backend/node/app/templates/services_personne/template.js; Dihya/backend/node/app/routes/services_personne; Dihya/backend/node/app/routes/services_personne/routes.js; Dihya/backend/node/routes/services_personne; Dihya/backend/node/routes/services_personne/routes.js; Dihya/docs/metiers/services_personne.md; docs/metiers/services_personne.md
social,oui,non,"dossier,frontend_component,test,template,backend_route,doc",Dihya/frontend/src/components/metiers/social; Dihya/frontend/src/components/metiers/social/index.js; Dihya/frontend/src/tests/integration/social; Dihya/frontend/src/tests/integration/social/test_social.js; Dihya/frontend/src/generation/templates/social; Dihya/frontend/src/generation/templates/social/template.js; Dihya/backend/tests/integration/social; Dihya/backend/tests/integration/social/test_social_backend.py; Dihya/backend/django/tests/integration/social; Dihya/backend/django/tests/integration/social/test_social_django.py; Dihya/backend/django/app/tests/integration/social; Dihya/backend/django/app/tests/integration/social/test_social_django.py; Dihya/backend/django/app/templates/social; Dihya/backend/django/app/templates/social/template.py; Dihya/backend/django/app/routes/social; Dihya/backend/django/app/routes/social/routes.py; Dihya/backend/django/routes/social; Dihya/backend/django/routes/social/routes.py; Dihya/backend/flask/tests/integration/social; Dihya/backend/flask/tests/integration/social/test_social_flask.py; Dihya/backend/flask/app/tests/integration/social; Dihya/backend/flask/app/tests/integration/social/test_social_flask.py; Dihya/backend/flask/app/templates/social; Dihya/backend/flask/app/templates/social/template.py; Dihya/backend/flask/app/routes/social; Dihya/backend/flask/app/routes/social/routes.py; Dihya/backend/flask/routes/social; Dihya/backend/flask/routes/social/routes.py; Dihya/backend/routes/social; Dihya/backend/routes/social/routes.py; Dihya/backend/node/tests/integration/social; Dihya/backend/node/tests/integration/social/test_social.js; Dihya/backend/node/app/tests/integration/social; Dihya/backend/node/app/tests/integration/social/test_social.js; Dihya/backend/node/app/templates/social; Dihya/backend/node/app/templates/social/template.js; Dihya/backend/node/app/routes/social; Dihya/backend/node/app/routes/social/routes.js; Dihya/backend/node/routes/social; Dihya/backend/node/routes/social/routes.js; Dihya/docs/metiers/social.md; docs/metiers/social.md
sport,oui,non,"dossier,frontend_component,test,template,backend_route,doc",Dihya/frontend/src/components/metiers/sport; Dihya/frontend/src/components/metiers/sport/index.js; Dihya/frontend/src/tests/integration/sport; Dihya/frontend/src/tests/integration/sport/test_sport.js; Dihya/frontend/src/generation/templates/sport; Dihya/frontend/src/generation/templates/sport/template.js; Dihya/backend/tests/integration/sport; Dihya/backend/tests/integration/sport/test_sport_backend.py; Dihya/backend/django/tests/integration/sport; Dihya/backend/django/tests/integration/sport/test_sport_django.py; Dihya/backend/django/app/tests/integration/sport; Dihya/backend/django/app/tests/integration/sport/test_sport_django.py; Dihya/backend/django/app/templates/sport; Dihya/backend/django/app/templates/sport/template.py; Dihya/backend/django/app/routes/sport; Dihya/backend/django/app/routes/sport/routes.py; Dihya/backend/django/routes/sport; Dihya/backend/django/routes/sport/routes.py; Dihya/backend/flask/tests/integration/sport; Dihya/backend/flask/tests/integration/sport/test_sport_flask.py; Dihya/backend/flask/app/tests/integration/sport; Dihya/backend/flask/app/tests/integration/sport/test_sport_flask.py; Dihya/backend/flask/app/templates/sport; Dihya/backend/flask/app/templates/sport/template.py; Dihya/backend/flask/app/routes/sport; Dihya/backend/flask/app/routes/sport/routes.py; Dihya/backend/flask/routes/sport; Dihya/backend/flask/routes/sport/routes.py; Dihya/backend/routes/sport; Dihya/backend/routes/sport/routes.py; Dihya/backend/node/tests/integration/sport; Dihya/backend/node/tests/integration/sport/test_sport.js; Dihya/backend/node/app/tests/integration/sport; Dihya/backend/node/app/tests/integration/sport/test_sport.js; Dihya/backend/node/app/templates/sport; Dihya/backend/node/app/templates/sport/template.js; Dihya/backend/node/app/routes/sport; Dihya/backend/node/app/routes/sport/routes.js; Dihya/backend/node/routes/sport; Dihya/backend/node/routes/sport/routes.js; Dihya/docs/metiers/sport.md; docs/metiers/sport.md
stripe,oui,non,"dossier,plugin",Dihya/frontend/src/plugins/stripe; Dihya/frontend/src/plugins/stripe/stripePlugin.js; Dihya/frontend/src/plugins/stripe/README.md
templates,oui,non,"dossier,plugin",Dihya/frontend/src/plugins/templates; Dihya/frontend/src/plugins/templates/generationTemplate.js; Dihya/frontend/src/plugins/templates/README.md; Dihya/backend/flask/app/plugins/templates; Dihya/backend/flask/app/plugins/templates/generation_template.py; Dihya/backend/flask/app/plugins/templates/README.md; Dihya/backend/flask/app/plugins/templates/example_plugin.py; Dihya/backend/flask/app/plugins/templates/__init__.py; Dihya/backend/flask/app/plugins/templates/tests/test.py; Dihya/backend/flask/app/plugins/templates/tests/test.js; Dihya/backend/flask/app/plugins/templates/tests/test_example_plugin_tests.py; Dihya/backend/flask/app/plugins/templates/tests/README.md; Dihya/backend/flask/app/plugins/templates/tests/conftest.py
tests,oui,non,"dossier,plugin",Dihya/frontend/src/plugins/tests; Dihya/frontend/src/plugins/tests/test.py; Dihya/frontend/src/plugins/tests/test.js; Dihya/frontend/src/plugins/tests/test_plugins.js; Dihya/frontend/src/plugins/tests/README.md; Dihya/marketplace/plugins/tests; Dihya/marketplace/plugins/tests/test_plugin.js; Dihya/marketplace/plugins/tests/test_stripe_plugin.js; Dihya/marketplace/plugins/tests/README.md; Dihya/marketplace/plugins/tests/test_plugin_py.py; Dihya/marketplace/templates/tests; Dihya/backend/django/app/routes/social/tests; Dihya/backend/django/app/routes/energie/tests; Dihya/backend/django/app/routes/voyage/tests; Dihya/backend/django/app/routes/ecommerce/tests; Dihya/backend/django/app/routes/vr_ar/tests; Dihya/backend/django/app/routes/services_personne/tests; Dihya/backend/django/app/routes/health/tests; Dihya/backend/django/app/routes/voice/tests; Dihya/backend/django/app/routes/tourisme/tests; Dihya/backend/django/app/routes/education/tests; Dihya/backend/django/app/routes/sport/tests; Dihya/backend/django/app/routes/gamer/tests; Dihya/backend/django/app/routes/transport/tests; Dihya/backend/flask/app/plugins/tests; Dihya/backend/flask/app/plugins/tests/test_plugins_tests.py; Dihya/backend/flask/app/plugins/tests/test.py; Dihya/backend/flask/app/plugins/tests/test.js; Dihya/backend/flask/app/plugins/tests/README.md; Dihya/backend/flask/app/plugins/tests/__init__.py; Dihya/backend/flask/app/plugins/tests/conftest.py; Dihya/backend/flask/app/plugins/templates/tests; Dihya/backend/flask/app/templates/health/backend/tests; Dihya/backend/flask/app/routes/tests
tourisme,oui,non,"dossier,frontend_component,test,template,backend_route,doc",Dihya/frontend/src/components/metiers/tourisme; Dihya/frontend/src/components/metiers/tourisme/index.js; Dihya/frontend/src/tests/integration/tourisme; Dihya/frontend/src/tests/integration/tourisme/test_tourisme.js; Dihya/frontend/src/generation/templates/tourisme; Dihya/frontend/src/generation/templates/tourisme/template.js; Dihya/backend/tests/integration/tourisme; Dihya/backend/tests/integration/tourisme/test_tourisme_backend.py; Dihya/backend/django/tests/integration/tourisme; Dihya/backend/django/tests/integration/tourisme/test_tourisme_django.py; Dihya/backend/django/app/tests/integration/tourisme; Dihya/backend/django/app/tests/integration/tourisme/test_tourisme_django.py; Dihya/backend/django/app/templates/tourisme; Dihya/backend/django/app/templates/tourisme/template.py; Dihya/backend/django/app/routes/tourisme; Dihya/backend/django/app/routes/tourisme/routes.py; Dihya/backend/django/routes/tourisme; Dihya/backend/django/routes/tourisme/routes.py; Dihya/backend/flask/tests/integration/tourisme; Dihya/backend/flask/tests/integration/tourisme/test_tourisme_flask.py; Dihya/backend/flask/app/tests/integration/tourisme; Dihya/backend/flask/app/tests/integration/tourisme/test_tourisme_flask.py; Dihya/backend/flask/app/templates/tourisme; Dihya/backend/flask/app/templates/tourisme/template.py; Dihya/backend/flask/app/routes/tourisme; Dihya/backend/flask/app/routes/tourisme/routes.py; Dihya/backend/flask/routes/tourisme; Dihya/backend/flask/routes/tourisme/routes.py; Dihya/backend/routes/tourisme; Dihya/backend/routes/tourisme/routes.py; Dihya/backend/node/tests/integration/tourisme; Dihya/backend/node/tests/integration/tourisme/test_tourisme.js; Dihya/backend/node/app/tests/integration/tourisme; Dihya/backend/node/app/tests/integration/tourisme/test_tourisme.js; Dihya/backend/node/app/templates/tourisme; Dihya/backend/node/app/templates/tourisme/template.js; Dihya/backend/node/app/routes/tourisme; Dihya/backend/node/app/routes/tourisme/routes.js; Dihya/backend/node/routes/tourisme; Dihya/backend/node/routes/tourisme/routes.js; Dihya/docs/metiers/tourisme.md; docs/metiers/tourisme.md
transport,oui,non,"dossier,frontend_component,test,template,backend_route,doc",Dihya/frontend/src/components/metiers/transport; Dihya/frontend/src/components/metiers/transport/index.js; Dihya/frontend/src/tests/integration/transport; Dihya/frontend/src/tests/integration/transport/test_transport.js; Dihya/frontend/src/generation/templates/transport; Dihya/frontend/src/generation/templates/transport/template.js; Dihya/backend/tests/integration/transport; Dihya/backend/tests/integration/transport/test_transport_backend.py; Dihya/backend/django/tests/integration/transport; Dihya/backend/django/tests/integration/transport/test_transport_django.py; Dihya/backend/django/app/tests/integration/transport; Dihya/backend/django/app/tests/integration/transport/test_transport_django.py; Dihya/backend/django/app/templates/transport; Dihya/backend/django/app/templates/transport/template.py; Dihya/backend/django/app/routes/transport; Dihya/backend/django/app/routes/transport/routes.py; Dihya/backend/django/routes/transport; Dihya/backend/django/routes/transport/routes.py; Dihya/backend/flask/tests/integration/transport; Dihya/backend/flask/tests/integration/transport/test_transport_flask.py; Dihya/backend/flask/app/tests/integration/transport; Dihya/backend/flask/app/tests/integration/transport/test_transport_flask.py; Dihya/backend/flask/app/templates/transport; Dihya/backend/flask/app/templates/transport/template.py; Dihya/backend/flask/app/routes/transport; Dihya/backend/flask/app/routes/transport/routes.py; Dihya/backend/flask/routes/transport; Dihya/backend/flask/routes/transport/routes.py; Dihya/backend/routes/transport; Dihya/backend/routes/transport/routes.py; Dihya/backend/node/tests/integration/transport; Dihya/backend/node/tests/integration/transport/test_transport.js; Dihya/backend/node/app/tests/integration/transport; Dihya/backend/node/app/tests/integration/transport/test_transport.js; Dihya/backend/node/app/templates/transport; Dihya/backend/node/app/templates/transport/template.js; Dihya/backend/node/app/routes/transport; Dihya/backend/node/app/routes/transport/routes.js; Dihya/backend/node/routes/transport; Dihya/backend/node/routes/transport/routes.js; Dihya/docs/metiers/transport.md; docs/metiers/transport.md
utils,oui,non,"dossier,test,template,backend_route,doc",Dihya/frontend/src/components/metiers/utils; Dihya/frontend/src/tests/integration/utils; Dihya/frontend/src/tests/integration/utils/test_utils.js; Dihya/frontend/src/generation/templates/utils; Dihya/frontend/src/generation/templates/utils/template.js; Dihya/backend/tests/integration/utils; Dihya/backend/tests/integration/utils/test_utils_backend.py; Dihya/backend/django/tests/integration/utils; Dihya/backend/django/tests/integration/utils/test_utils_django.py; Dihya/backend/django/app/tests/integration/utils; Dihya/backend/django/app/tests/integration/utils/test_utils_django.py; Dihya/backend/django/app/templates/utils; Dihya/backend/django/app/templates/utils/template.py; Dihya/backend/django/app/routes/utils; Dihya/backend/django/app/routes/utils/routes.py; Dihya/backend/django/routes/utils; Dihya/backend/django/routes/utils/routes.py; Dihya/backend/flask/tests/integration/utils; Dihya/backend/flask/tests/integration/utils/test_utils_flask.py; Dihya/backend/flask/app/tests/integration/utils; Dihya/backend/flask/app/tests/integration/utils/test_utils_flask.py; Dihya/backend/flask/app/templates/utils; Dihya/backend/flask/app/templates/utils/template.py; Dihya/backend/flask/app/routes/utils; Dihya/backend/flask/app/routes/utils/routes.py; Dihya/backend/flask/routes/utils; Dihya/backend/flask/routes/utils/routes.py; Dihya/backend/routes/utils; Dihya/backend/routes/utils/routes.py; Dihya/backend/node/tests/integration/utils; Dihya/backend/node/tests/integration/utils/test_utils.js; Dihya/backend/node/app/tests/integration/utils; Dihya/backend/node/app/tests/integration/utils/test_utils.js; Dihya/backend/node/app/templates/utils; Dihya/backend/node/app/templates/utils/template.js; Dihya/backend/node/app/routes/utils; Dihya/backend/node/app/routes/utils/routes.js; Dihya/backend/node/routes/utils; Dihya/backend/node/routes/utils/routes.js; Dihya/docs/metiers/utils.md; src/generation/templates/utils; src/generation/templates/utils/template.js; docs/metiers/utils.md
validators,oui,non,"dossier,frontend_component,test,template,backend_route,doc",Dihya/frontend/src/components/metiers/validators; Dihya/frontend/src/components/metiers/validators/index.js; Dihya/frontend/src/tests/integration/validators; Dihya/frontend/src/tests/integration/validators/test_validators.js; Dihya/frontend/src/generation/templates/validators; Dihya/frontend/src/generation/templates/validators/template.js; Dihya/backend/tests/integration/validators; Dihya/backend/tests/integration/validators/test_validators_backend.py; Dihya/backend/django/tests/integration/validators; Dihya/backend/django/tests/integration/validators/test_validators_django.py; Dihya/backend/django/app/tests/integration/validators; Dihya/backend/django/app/tests/integration/validators/test_validators_django.py; Dihya/backend/django/app/templates/validators; Dihya/backend/django/app/templates/validators/template.py; Dihya/backend/django/app/routes/validators; Dihya/backend/django/app/routes/validators/routes.py; Dihya/backend/django/routes/validators; Dihya/backend/django/routes/validators/routes.py; Dihya/backend/flask/tests/integration/validators; Dihya/backend/flask/tests/integration/validators/test_validators_flask.py; Dihya/backend/flask/app/tests/integration/validators; Dihya/backend/flask/app/tests/integration/validators/test_validators_flask.py; Dihya/backend/flask/app/templates/validators; Dihya/backend/flask/app/templates/validators/template.py; Dihya/backend/flask/app/routes/validators; Dihya/backend/flask/app/routes/validators/routes.py; Dihya/backend/flask/routes/validators; Dihya/backend/flask/routes/validators/routes.py; Dihya/backend/routes/validators; Dihya/backend/routes/validators/routes.py; Dihya/backend/node/tests/integration/validators; Dihya/backend/node/tests/integration/validators/test_validators.js; Dihya/backend/node/app/tests/integration/validators; Dihya/backend/node/app/tests/integration/validators/test_validators.js; Dihya/backend/node/app/templates/validators; Dihya/backend/node/app/templates/validators/template.js; Dihya/backend/node/app/routes/validators; Dihya/backend/node/app/routes/validators/routes.js; Dihya/backend/node/routes/validators; Dihya/backend/node/routes/validators/routes.js; Dihya/docs/metiers/validators.md; src/generation/templates/validators; src/generation/templates/validators/template.js; docs/metiers/validators.md
voice,oui,non,"dossier,frontend_component,test,template,backend_route,doc",Dihya/frontend/src/components/metiers/voice; Dihya/frontend/src/components/metiers/voice/index.js; Dihya/frontend/src/tests/integration/voice; Dihya/frontend/src/tests/integration/voice/test_voice.js; Dihya/frontend/src/generation/templates/voice; Dihya/frontend/src/generation/templates/voice/template.js; Dihya/backend/tests/integration/voice; Dihya/backend/tests/integration/voice/test_voice_backend.py; Dihya/backend/django/tests/integration/voice; Dihya/backend/django/tests/integration/voice/test_voice_django.py; Dihya/backend/django/app/tests/integration/voice; Dihya/backend/django/app/tests/integration/voice/test_voice_django.py; Dihya/backend/django/app/templates/voice; Dihya/backend/django/app/templates/voice/template.py; Dihya/backend/django/app/routes/voice; Dihya/backend/django/app/routes/voice/routes.py; Dihya/backend/django/routes/voice; Dihya/backend/django/routes/voice/routes.py; Dihya/backend/flask/tests/integration/voice; Dihya/backend/flask/tests/integration/voice/test_voice_flask.py; Dihya/backend/flask/app/tests/integration/voice; Dihya/backend/flask/app/tests/integration/voice/test_voice_flask.py; Dihya/backend/flask/app/templates/voice; Dihya/backend/flask/app/templates/voice/template.py; Dihya/backend/flask/app/routes/voice; Dihya/backend/flask/app/routes/voice/routes.py; Dihya/backend/flask/routes/voice; Dihya/backend/flask/routes/voice/routes.py; Dihya/backend/routes/voice; Dihya/backend/routes/voice/routes.py; Dihya/backend/node/tests/integration/voice; Dihya/backend/node/tests/integration/voice/test_voice.js; Dihya/backend/node/app/tests/integration/voice; Dihya/backend/node/app/tests/integration/voice/test_voice.js; Dihya/backend/node/app/templates/voice; Dihya/backend/node/app/templates/voice/template.js; Dihya/backend/node/app/routes/voice; Dihya/backend/node/app/routes/voice/routes.js; Dihya/backend/node/routes/voice; Dihya/backend/node/routes/voice/routes.js; Dihya/docs/metiers/voice.md; docs/metiers/voice.md
